"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Bifidobacterium_longum"	"Treatment"	"Protein"	"TreatmentProtein"	-0.161420727106282	0.481626291361442	0.890278779982691	0.987554348092511	0.827280665486449	0.997965272373248	NA	"abundance"	46	36
"Bifidobacterium_pseudocatenulatum"	"Treatment"	"Protein"	"TreatmentProtein"	1.19409382516625	1.56024558019473	0.440536707520506	0.987554348092511	0.687000824368005	0.997965272373248	NA	"abundance"	46	8
"Bittarella_massiliensis"	"Treatment"	"Protein"	"TreatmentProtein"	-0.34483536560958	0.679636703863422	0.71737836714093	0.987554348092511	0.819778289151113	0.997965272373248	NA	"abundance"	46	21
"Blautia_faecis"	"Treatment"	"Protein"	"TreatmentProtein"	0.0160092290841366	1.00555783803761	0.91494772344	0.987554348092511	0.530388974901782	0.997965272373248	NA	"abundance"	46	30
"Blautia_hydrogenotrophica"	"Treatment"	"Protein"	"TreatmentProtein"	-0.13850551763437	0.708804887346913	0.950315838645179	0.987554348092511	0.648379087802156	0.997965272373248	NA	"abundance"	46	18
"Blautia_sp000285855"	"Treatment"	"Protein"	"TreatmentProtein"	-1.11681250928549	3.33584472477163	0.787742193809361	0.987554348092511	0.954946623711137	0.997965272373248	NA	"abundance"	46	4
"Blautia_sp000436615"	"Treatment"	"Protein"	"TreatmentProtein"	-1.85123979910049	1.11160132342089	0.142041222854177	0.987554348092511	0.263906736718445	0.997965272373248	NA	"abundance"	46	14
"Blautia_sp001304935"	"Treatment"	"Protein"	"TreatmentProtein"	-1.17036734275475	2.75588238209754	0.733420465089826	0.987554348092511	0.928935351567076	0.997965272373248	NA	"abundance"	46	4
"Blautia_sp003477525"	"Treatment"	"Protein"	"TreatmentProtein"	-0.761516906788089	1.98487616760684	0.747672917690366	0.987554348092511	0.936331043533107	0.997965272373248	NA	"abundance"	46	8
"Blautia_sp900066145"	"Treatment"	"Protein"	"TreatmentProtein"	-0.592473080652555	1.13056403791084	0.68198659137145	0.987554348092511	0.898867471932451	0.997965272373248	NA	"abundance"	46	6
"Blautia_sp900066205"	"Treatment"	"Protein"	"TreatmentProtein"	-1.54790898391731	2.27530734643098	0.557056823516486	0.987554348092511	0.803801342406695	0.997965272373248	NA	"abundance"	46	6
"Blautia_sp900066505"	"Treatment"	"Protein"	"TreatmentProtein"	0.357138328730579	0.530706353378173	0.42563600741184	0.987554348092511	0.670106004018188	0.997965272373248	NA	"abundance"	46	11
"Blautia_sp900548245"	"Treatment"	"Protein"	"TreatmentProtein"	-1.85719227957533	3.31572779096759	0.68845386677589	0.987554348092511	0.78513943411556	0.997965272373248	NA	"abundance"	46	3
"Blautia_stercoris"	"Treatment"	"Protein"	"TreatmentProtein"	0.991702564444295	1.39867753771111	0.459586008952286	0.987554348092511	0.707952718279881	0.997965272373248	NA	"abundance"	46	10
"Bulleidia_sp900539965"	"Treatment"	"Protein"	"TreatmentProtein"	-0.859276490062663	1.1216775419531	0.532409743019995	0.987554348092511	0.574806265225952	0.997965272373248	NA	"abundance"	46	6
"Caecibacter_sp900549385"	"Treatment"	"Protein"	"TreatmentProtein"	2.7093616444031	2.12711194449843	0.318623661946782	0.987554348092511	0.535726285941187	0.997965272373248	NA	"abundance"	46	4
"CAG.103_sp000432375"	"Treatment"	"Protein"	"TreatmentProtein"	-0.662261175848446	1.36289496379899	0.693871355416626	0.987554348092511	0.843661419480693	0.997965272373248	NA	"abundance"	46	7
"CAG.103_sp900543625"	"Treatment"	"Protein"	"TreatmentProtein"	0.746222279420324	0.924338380420517	0.416177898676293	0.987554348092511	0.659151754005971	0.997965272373248	NA	"abundance"	46	6
"CAG.103_sp900757655"	"Treatment"	"Protein"	"TreatmentProtein"	1.10353237264858	1.10823717053508	0.316635574420264	0.987554348092511	0.533013061852077	0.997965272373248	NA	"abundance"	46	9
"CAG.110_sp900549705"	"Treatment"	"Protein"	"TreatmentProtein"	2.10632900199906	0.160738233460083	0.0584107152149616	0.987554348092511	0.113409618778	0.997965272373248	NA	"abundance"	46	3
"CAG.1427_sp000435475"	"Treatment"	"Protein"	"TreatmentProtein"	-0.941481880122133	1.535252637796	0.635937021066793	0.987554348092511	0.867458147370279	0.997965272373248	NA	"abundance"	46	4
"CAG.145_sp000435715"	"Treatment"	"Protein"	"TreatmentProtein"	-3.49525122630288	2.39606834953953	0.390754482837036	0.987554348092511	0.628819899816833	0.997965272373248	NA	"abundance"	46	3
"CAG.170_sp000436735"	"Treatment"	"Protein"	"TreatmentProtein"	-1.76483600806859	1.02295594070036	0.148191147225771	0.987554348092511	0.274421678335452	0.997965272373248	NA	"abundance"	46	9
"CAG.180_sp000432435"	"Treatment"	"Protein"	"TreatmentProtein"	-0.247726700515873	0.993359237509754	0.890826454001878	0.987554348092511	0.988081136854196	0.997965272373248	NA	"abundance"	46	4
"CAG.238_sp900551415"	"Treatment"	"Protein"	"TreatmentProtein"	-0.896399303211771	0.974969096963117	0.439895932236511	0.987554348092511	0.686283433274792	0.997965272373248	NA	"abundance"	46	9
"CAG.269_sp000431335"	"Treatment"	"Protein"	"TreatmentProtein"	-0.564991827442199	1.60315794889483	0.796147087145543	0.987554348092511	0.958443989920753	0.997965272373248	NA	"abundance"	46	4
"CAG.273_sp003534295"	"Treatment"	"Protein"	"TreatmentProtein"	-1.60944258830201	3.24610624285328	0.721455060176073	0.987554348092511	0.785139434115561	0.997965272373248	NA	"abundance"	46	3
"CAG.303_sp000437755"	"Treatment"	"Protein"	"TreatmentProtein"	-0.752127269462264	1.72239492909227	0.738601229782993	0.987554348092511	0.931670682929036	0.997965272373248	NA	"abundance"	46	4
"CAG.317_sp000433215"	"Treatment"	"Protein"	"TreatmentProtein"	0.678838441665419	0.897054521361647	0.400608160779308	0.987554348092511	0.159588523432356	0.997965272373248	NA	"abundance"	46	23
"CAG.417_sp000432835"	"Treatment"	"Protein"	"TreatmentProtein"	0.669334660723404	1.74513619570252	0.676837216854738	0.987554348092511	0.895565815589808	0.997965272373248	NA	"abundance"	46	8
"CAG.582_sp000435515"	"Treatment"	"Protein"	"TreatmentProtein"	-1.50078886016477	3.52202629617133	0.757621193172252	0.987554348092511	0.785139434115561	0.997965272373248	NA	"abundance"	46	3
"CAG.81_sp000435795"	"Treatment"	"Protein"	"TreatmentProtein"	2.13101808952771	0.891627514015453	0.0216516484130984	0.987554348092511	0.0428345029471924	0.997965272373248	NA	"abundance"	46	24
"CAG.81_sp900066785"	"Treatment"	"Protein"	"TreatmentProtein"	-1.03678027690595	1.26545093214318	0.484394330115233	0.987554348092511	0.734150793182681	0.997965272373248	NA	"abundance"	46	8
"CAG.81_sp900541255"	"Treatment"	"Protein"	"TreatmentProtein"	-0.410248931049759	1.58168037103315	0.873866162220361	0.987554348092511	0.78513943411556	0.997965272373248	NA	"abundance"	46	3
"CAG.83_sp000431575"	"Treatment"	"Protein"	"TreatmentProtein"	1.68169350939257	0.669732666036537	0.0150730873002911	0.987554348092511	0.02991897663982	0.997965272373248	NA	"abundance"	46	27
"CAG.83_sp000435975"	"Treatment"	"Protein"	"TreatmentProtein"	0.0126815021084488	0.746046139257256	0.890597403186619	0.987554348092511	0.846648080451851	0.997965272373248	NA	"abundance"	46	15
"CAG.83_sp003487665"	"Treatment"	"Protein"	"TreatmentProtein"	0.395891918091592	0.622016216242204	0.493487207898117	0.987554348092511	0.743444791437154	0.997965272373248	NA	"abundance"	46	5
"CAG.83_sp900313295"	"Treatment"	"Protein"	"TreatmentProtein"	0.146999996265714	1.31972779777972	0.885307895906304	0.987554348092511	0.78513943411556	0.997965272373248	NA	"abundance"	46	3
"CAG.83_sp900552475"	"Treatment"	"Protein"	"TreatmentProtein"	-0.000619105578656153	1.4650209461417	0.953677754415534	0.987554348092511	0.826175990125212	0.997965272373248	NA	"abundance"	46	5
"Clostridioides_difficile"	"Treatment"	"Protein"	"TreatmentProtein"	1.04235895612547	2.26962213878691	0.704306528690493	0.987554348092511	0.864708977213024	0.997965272373248	NA	"abundance"	46	3
"Clostridium_leptum"	"Treatment"	"Protein"	"TreatmentProtein"	-0.542280720792547	1.39061562793201	0.759704890972646	0.987554348092511	0.942258260577532	0.997965272373248	NA	"abundance"	46	7
"Clostridium_saccharolyticum"	"Treatment"	"Protein"	"TreatmentProtein"	0.267522442335785	3.88803570629716	0.941098373918235	0.987554348092511	0.864708977213024	0.997965272373248	NA	"abundance"	46	3
"Clostridium_sp000435655"	"Treatment"	"Protein"	"TreatmentProtein"	-1.67720548458731	1.3076729269981	0.294237122647905	0.987554348092511	0.501898760951692	0.997965272373248	NA	"abundance"	46	6
"Clostridium_sp000435835"	"Treatment"	"Protein"	"TreatmentProtein"	-1.41416452969582	1.62546069246523	0.447457336788331	0.987554348092511	0.694696605330956	0.997965272373248	NA	"abundance"	46	8
"Clostridium_sp003024715"	"Treatment"	"Protein"	"TreatmentProtein"	0.69297483877691	0.499603502416421	0.133049778990989	0.987554348092511	0.248397314292428	0.997965272373248	NA	"abundance"	46	42
"Clostridium_symbiosum"	"Treatment"	"Protein"	"TreatmentProtein"	-1.17625441121512	1.17381745854699	0.373206079461434	0.987554348092511	0.607129381175894	0.997965272373248	NA	"abundance"	46	16
"Coprococcus_catus"	"Treatment"	"Protein"	"TreatmentProtein"	0.679936860768476	0.471201642270251	0.121912391638513	0.987554348092511	0.228962152042004	0.997965272373248	NA	"abundance"	46	27
"Dialister_hominis"	"Treatment"	"Protein"	"TreatmentProtein"	1.24891791857253	2.5978959061615	0.696064875737641	0.987554348092511	0.864708977213024	0.997965272373248	NA	"abundance"	46	3
"Dialister_sp900541605"	"Treatment"	"Protein"	"TreatmentProtein"	-1.96661385986713	4.87622523100625	0.76623919751247	0.987554348092511	0.864708977213025	0.997965272373248	NA	"abundance"	46	3
"Dorea_formicigenerans"	"Treatment"	"Protein"	"TreatmentProtein"	1.74987599692811	0.564150500445311	0.00276092442225329	0.987554348092511	0.00551422614084118	0.997965272373248	NA	"abundance"	46	43
"Dorea_longicatena"	"Treatment"	"Protein"	"TreatmentProtein"	0.750830041870155	0.636345351780845	0.198397521361694	0.987554348092511	0.326944868704185	0.997965272373248	NA	"abundance"	46	38
"Dorea_phocaeensis"	"Treatment"	"Protein"	"TreatmentProtein"	4.44802117422593	1.27579846716927	0.17511034064266	0.987554348092511	0.319557049885331	0.997965272373248	NA	"abundance"	46	3
"Dysosmobacter_sp014297375"	"Treatment"	"Protein"	"TreatmentProtein"	0.153105007241474	0.779987104787795	0.760901956236192	0.987554348092511	0.94283212546832	0.997965272373248	NA	"abundance"	46	10
"Dysosmobacter_sp900115635"	"Treatment"	"Protein"	"TreatmentProtein"	-0.423633639648704	0.824594369160718	0.758444892828214	0.987554348092511	0.78513943411556	0.997965272373248	NA	"abundance"	46	3
"Dysosmobacter_sp900544615"	"Treatment"	"Protein"	"TreatmentProtein"	3.01013576619105	2.86592155137107	0.474507434174442	0.987554348092511	0.723857563262072	0.997965272373248	NA	"abundance"	46	3
"Dysosmobacter_welbionis"	"Treatment"	"Protein"	"TreatmentProtein"	0.80540397184538	0.586942176162967	0.145041431129706	0.987554348092511	0.269045845515259	0.997965272373248	NA	"abundance"	46	26
"Eisenbergiella_sp900066775"	"Treatment"	"Protein"	"TreatmentProtein"	-0.17811095376028	0.646727449337366	0.897896675329095	0.987554348092511	0.769747341213218	0.997965272373248	NA	"abundance"	46	27
"Enterocloster_aldenensis"	"Treatment"	"Protein"	"TreatmentProtein"	0.365741914769798	1.77551440352501	0.808315614131987	0.987554348092511	0.715959230431654	0.997965272373248	NA	"abundance"	46	6
"Enterocloster_citroniae"	"Treatment"	"Protein"	"TreatmentProtein"	-1.13490128793485	0.753142186708336	0.186755441465779	0.987554348092511	0.33863328801448	0.997965272373248	NA	"abundance"	46	22
"Enterocloster_lavalensis"	"Treatment"	"Protein"	"TreatmentProtein"	-1.2393764916526	1.09367155985546	0.336519322768825	0.987554348092511	0.559793390940861	0.997965272373248	NA	"abundance"	46	8
"Enterocloster_sp000155435"	"Treatment"	"Protein"	"TreatmentProtein"	-0.71382758012752	1.18049367579188	0.608632822518015	0.987554348092511	0.846831732389784	0.997965272373248	NA	"abundance"	46	14
"Enterocloster_sp001517625"	"Treatment"	"Protein"	"TreatmentProtein"	-0.00111887383771524	0.924345198398633	0.922759807931169	0.987554348092511	0.84664808045185	0.997965272373248	NA	"abundance"	46	15
"Enterococcus_faecalis"	"Treatment"	"Protein"	"TreatmentProtein"	0.803951905715696	2.69088680008911	0.75519031824907	0.987554348092511	0.940068219721008	0.997965272373248	NA	"abundance"	46	6
"ER4_sp900317525"	"Treatment"	"Protein"	"TreatmentProtein"	-1.32257395451499	0.879576465305645	0.237228210616081	0.987554348092511	0.418179197320054	0.997965272373248	NA	"abundance"	46	6
"Erysipelatoclostridium_spiroforme"	"Treatment"	"Protein"	"TreatmentProtein"	-0.00363377080460589	0.821827099234623	0.918214226393971	0.987554348092511	0.843661419480692	0.997965272373248	NA	"abundance"	46	7
"Eubacterium_ramulus"	"Treatment"	"Protein"	"TreatmentProtein"	-1.98274398298286	2.69888084923291	0.610877487793531	0.987554348092511	0.78513943411556	0.997965272373248	NA	"abundance"	46	3
"Eubacterium_sp000432355"	"Treatment"	"Protein"	"TreatmentProtein"	-0.345340662311933	1.34734056042687	0.860590256589951	0.987554348092511	0.980564923442344	0.997965272373248	NA	"abundance"	46	6
"Eubacterium_sp000433735"	"Treatment"	"Protein"	"TreatmentProtein"	-0.665507908222817	0.715022268990638	0.471476314984125	0.987554348092511	0.72066271437724	0.997965272373248	NA	"abundance"	46	6
"Eubacterium_sp000434995"	"Treatment"	"Protein"	"TreatmentProtein"	-0.0569757436145668	0.20532592334017	0.890209685221228	0.987554348092511	0.987946086780778	0.997965272373248	NA	"abundance"	46	4
"Eubacterium_sp000435815"	"Treatment"	"Protein"	"TreatmentProtein"	0.0662366003097792	0.89315019505882	0.867221075585222	0.987554348092511	0.982369757231255	0.997965272373248	NA	"abundance"	46	6
"Eubacterium_sp003491505"	"Treatment"	"Protein"	"TreatmentProtein"	-0.000431616074296926	0.67138548160348	0.904285146537675	0.987554348092511	0.990838666826686	0.997965272373248	NA	"abundance"	46	4
"Eubacterium_sp003526845"	"Treatment"	"Protein"	"TreatmentProtein"	0.174444092509259	1.0283886426511	0.818811202114521	0.987554348092511	0.967170619520815	0.997965272373248	NA	"abundance"	46	4
"Eubacterium_sp900557275"	"Treatment"	"Protein"	"TreatmentProtein"	0.154558339605182	1.2808706970866	0.878240204466816	0.987554348092511	0.864708977213024	0.997965272373248	NA	"abundance"	46	3
"Evtepia_sp004556345"	"Treatment"	"Protein"	"TreatmentProtein"	0.553931742948042	1.80758988753228	0.738019746316736	0.987554348092511	0.574806265225944	0.997965272373248	NA	"abundance"	46	6
"Evtepia_sp900546255"	"Treatment"	"Protein"	"TreatmentProtein"	-0.998776813872593	1.37282143797964	0.556530104664513	0.987554348092511	0.803334451931133	0.997965272373248	NA	"abundance"	46	5
"Faecalibacillus_faecis"	"Treatment"	"Protein"	"TreatmentProtein"	-0.350161650474759	1.01352464489359	0.804319351585755	0.987554348092511	0.961709083836181	0.997965272373248	NA	"abundance"	46	14
"Faecalibacillus_intestinalis"	"Treatment"	"Protein"	"TreatmentProtein"	-1.31092117798761	0.89741368424673	0.193452506715983	0.987554348092511	0.349481141077268	0.997965272373248	NA	"abundance"	46	21
"Faecalibacterium_prausnitzii"	"Treatment"	"Protein"	"TreatmentProtein"	-0.973682240574558	1.4990796858596	0.564739872030521	0.987554348092511	0.810548620999992	0.997965272373248	NA	"abundance"	46	18
"Faecalimonas_phoceensis"	"Treatment"	"Protein"	"TreatmentProtein"	0.625314121574518	1.36141583267935	0.64991991058332	0.987554348092511	0.87744393099401	0.997965272373248	NA	"abundance"	46	4
"Firm.11_sp900540045"	"Treatment"	"Protein"	"TreatmentProtein"	2.44645129152513	4.36158384454101	0.619044548709542	0.987554348092511	0.854872944132083	0.997965272373248	NA	"abundance"	46	4
"Frisingicoccus_caecimuris"	"Treatment"	"Protein"	"TreatmentProtein"	-0.183328063819559	0.736892778414118	0.923201295278734	0.987554348092511	0.78513943411556	0.997965272373248	NA	"abundance"	46	3
"Fusobacterium_ulcerans"	"Treatment"	"Protein"	"TreatmentProtein"	2.19319198329368	3.79605318693181	0.654462454750593	0.987554348092511	0.864708977213024	0.997965272373248	NA	"abundance"	46	3
"GCA.900066135_sp900066135"	"Treatment"	"Protein"	"TreatmentProtein"	2.76738030047998	3.23642450411185	0.538832985504486	0.987554348092511	0.787324984741294	0.997965272373248	NA	"abundance"	46	3
"GCA.900066135_sp900543575"	"Treatment"	"Protein"	"TreatmentProtein"	-0.253657853852198	0.708822983996836	0.824832209967691	0.987554348092511	0.830960946175062	0.997965272373248	NA	"abundance"	46	19
"Gemmiger_qucibialis"	"Treatment"	"Protein"	"TreatmentProtein"	-0.233189153236317	0.66665978474991	0.836009673935045	0.987554348092511	0.97310717295711	0.997965272373248	NA	"abundance"	46	42
"Gordonibacter_urolithinfaciens"	"Treatment"	"Protein"	"TreatmentProtein"	-0.449365802931565	0.711982734365586	0.706503504411002	0.987554348092511	0.78513943411556	0.997965272373248	NA	"abundance"	46	3
"HGM10766_sp900757295"	"Treatment"	"Protein"	"TreatmentProtein"	-0.205260616979568	1.7264626787604	0.954096828609332	0.987554348092511	0.995272957243958	0.997965272373248	NA	"abundance"	46	4
"HGM11514_sp900757255"	"Treatment"	"Protein"	"TreatmentProtein"	1.79918036014459	0.83174695052331	0.266004172024707	0.987554348092511	0.461250124514864	0.997965272373248	NA	"abundance"	46	3
"HGM11808_sp900757025"	"Treatment"	"Protein"	"TreatmentProtein"	0.311211547459032	0.910027936079962	0.734165547976714	0.987554348092511	0.78513943411556	0.997965272373248	NA	"abundance"	46	3
"HGM13006_sp900756575"	"Treatment"	"Protein"	"TreatmentProtein"	0.379639447689826	0.78949610689952	0.610995343996888	0.987554348092511	0.8486753776079	0.997965272373248	NA	"abundance"	46	4
"Hungatella_effluvii"	"Treatment"	"Protein"	"TreatmentProtein"	0.0392860806117797	0.54493128377575	0.832107762083894	0.987554348092511	0.971812196447522	0.997965272373248	NA	"abundance"	46	4
"Hungatella_sp005845265"	"Treatment"	"Protein"	"TreatmentProtein"	-0.851036938358143	1.0095724969933	0.48763458672241	0.987554348092511	0.737481683276884	0.997965272373248	NA	"abundance"	46	7
"Intestinimonas_butyriciproducens"	"Treatment"	"Protein"	"TreatmentProtein"	1.74931035047027	2.09883647089881	0.429040280147094	0.987554348092511	0.674004998305491	0.997965272373248	NA	"abundance"	46	6
"KLE1615_sp900066985"	"Treatment"	"Protein"	"TreatmentProtein"	-1.18514287602317	0.647959083128796	0.106701679433324	0.987554348092511	0.202018110472756	0.997965272373248	NA	"abundance"	46	35
"Lachnoclostridium_sp002160755"	"Treatment"	"Protein"	"TreatmentProtein"	0.335177548432961	0.855989464769391	0.66688117821761	0.987554348092511	0.889031850574312	0.997965272373248	NA	"abundance"	46	4
"Lachnoclostridium_sp900066555"	"Treatment"	"Protein"	"TreatmentProtein"	1.32512268344423	0.5918516862242	0.0241599717840608	0.987554348092511	0.047736239331515	0.997965272373248	NA	"abundance"	46	40
"Lachnospira_sp000436475"	"Treatment"	"Protein"	"TreatmentProtein"	-1.14610641793689	1.28045171954945	0.443569600152994	0.987554348092511	0.690385210126101	0.997965272373248	NA	"abundance"	46	8
"Lachnospira_sp000437735"	"Treatment"	"Protein"	"TreatmentProtein"	0.315090027487213	1.18928124260505	0.736955119094968	0.987554348092511	0.884712040763764	0.997965272373248	NA	"abundance"	46	14
"Lachnospira_sp003451515"	"Treatment"	"Protein"	"TreatmentProtein"	0.427143362211444	0.961711052183572	0.605861857921029	0.987554348092511	0.844655124958537	0.997965272373248	NA	"abundance"	46	9
"Lachnospira_sp900316325"	"Treatment"	"Protein"	"TreatmentProtein"	-0.406636881590319	0.496457857264876	0.545242410435461	0.987554348092511	0.79319553473345	0.997965272373248	NA	"abundance"	46	18
"Lactobacillus_delbrueckii"	"Treatment"	"Protein"	"TreatmentProtein"	-1.77058522909702	1.50989492606714	0.466687866641897	0.987554348092511	0.715578168413029	0.997965272373248	NA	"abundance"	46	3
"Lactococcus_lactis"	"Treatment"	"Protein"	"TreatmentProtein"	-0.240053937662008	0.468013196450731	0.765877411234616	0.987554348092511	0.945186613429795	0.997965272373248	NA	"abundance"	46	12
"Lawsonibacter_sp900066645"	"Treatment"	"Protein"	"TreatmentProtein"	0.380846787248793	0.76024579487272	0.542375588740059	0.987554348092511	0.285871333766083	0.997965272373248	NA	"abundance"	46	20
"Mediterraneibacter_butyricigenes"	"Treatment"	"Protein"	"TreatmentProtein"	0.0100203932858261	0.292064743653053	0.799354256375249	0.987554348092511	0.78513943411556	0.997965272373248	NA	"abundance"	46	3
"Mediterraneibacter_faecis"	"Treatment"	"Protein"	"TreatmentProtein"	-0.201421349823088	0.821027265850496	0.89625334650307	0.987554348092511	0.985334094175261	0.997965272373248	NA	"abundance"	46	36
"Mediterraneibacter_lactaris"	"Treatment"	"Protein"	"TreatmentProtein"	-1.0574219459958	0.896270716402307	0.305720237297381	0.987554348092511	0.517975611101595	0.997965272373248	NA	"abundance"	46	14
"Mediterraneibacter_massiliensis"	"Treatment"	"Protein"	"TreatmentProtein"	0.559677114303231	1.50369202243148	0.674013793607655	0.987554348092511	0.852845479472022	0.997965272373248	NA	"abundance"	46	11
"Mediterraneibacter_torques"	"Treatment"	"Protein"	"TreatmentProtein"	-0.275445889812276	1.2662355527693	0.887129478081826	0.987554348092511	0.639378622052723	0.997965272373248	NA	"abundance"	46	20
